イヌパワー,ネコスピード,カメバリア,サルジャンプ,ドラゴンポイント,タヌキ運,フクロウ知恵,ライオン勇気,ウサギ敏捷,ペンギン冷静
94,6,30,36,1,57,70,47,8,88
7,0,10,93,76,80,22,29,18,55
15,74,94,0,49,59,58,75,59,43
74,39,22,2,14,11,5,14,48,90
27,96,23,27,63,34,38,41,38,64
100,51,78,17,48,4,100,79,6,63
6,51,25,73,71,40,80,13,67,76
45,92,99,19,19,69,33,94,47,44
88,92,20,13,36,42,11,70,91,73
68,59,93,82,96,45,60,54,99,24
7,37,95,84,79,95,67,7,26,96
73,34,64,22,19,83,94,71,3,81
27,57,21,72,19,14,56,70,14,67
69,75,29,71,71,21,45,76,17,74
66,53,51,66,43,97,79,75,55,62
59,4,25,45,63,65,63,1,13,40
1,54,7,55,41,7,55,35,77,44
55,1,93,82,3,60,39,59,2,1
29,44,74,43,66,71,44,95,32,88
69,5,89,89,17,10,34,48,42,8
29,99,30,34,67,64,59,79,79,18
30,27,71,14,13,98,3,78,96,93
100,13,87,25,9,21,36,8,18,80
54,86,13,0,5,75,33,71,73,15
27,60,86,12,13,50,85,14,38,27
96,0,85,23,78,12,4,35,66,12
93,40,49,26,63,35,91,32,4,75
21,59,26,83,30,23,71,89,4,38
16,18,83,72,28,18,1,69,26,45
73,59,88,70,89,25,84,35,62,0
57,89,77,10,93,54,93,35,33,12
70,86,76,37,91,22,1,52,27,49
12,81,85,18,100,93,0,16,17,50
15,55,34,90,92,17,13,87,83,60
46,27,51,28,100,45,37,35,43,33
3,45,64,71,68,86,18,85,41,64
92,33,91,75,94,33,59,56,18,38
6,50,70,99,42,100,30,74,52,98
64,99,48,58,6,40,59,56,10,43
69,64,4,36,96,43,55,83,99,58
35,25,13,44,82,22,81,14,28,65
78,59,71,31,96,31,23,100,74,42
55,35,55,79,27,80,25,22,37,62
91,42,89,56,9,68,15,35,8,87
73,35,27,100,29,97,66,96,3,99
71,51,51,63,35,100,76,9,16,28
88,66,4,93,91,88,41,82,42,87
49,40,56,61,22,79,14,34,7,44
35,43,26,33,49,97,3,66,36,84
81,12,13,41,20,15,34,51,23,61
81,26,73,32,35,82,21,90,13,11
56,81,42,57,72,38,78,34,40,3
54,65,99,25,99,88,74,11,75,59
95,75,61,57,32,0,5,10,67,95
0,72,25,75,79,66,43,79,0,79
11,14,10,58,20,19,63,39,5,77
68,27,59,14,87,82,67,91,86,62
5,9,18,69,20,72,58,62,82,92
64,14,47,48,21,32,36,74,29,85
52,36,44,36,97,76,84,1,3,41
14,25,76,0,24,47,24,79,87,15
94,49,43,73,6,35,69,7,92,88
43,34,16,69,67,35,47,8,77,34
98,64,62,30,43,5,79,92,42,23
76,79,10,76,22,58,99,99,37,40
15,4,36,47,69,98,77,73,93,37
5,34,5,40,53,33,97,33,46,61
77,42,61,60,75,74,45,95,31,35
93,37,5,39,20,60,46,22,1,57
14,91,69,89,36,38,36,93,84,15
19,49,24,93,93,77,66,75,15,33
98,100,2,66,18,35,20,46,33,66
92,64,18,9,49,86,25,90,50,63
90,89,90,36,70,91,88,82,31,49
20,24,99,93,99,71,56,1,60,57
66,47,50,36,34,51,5,64,97,69
36,47,31,56,57,29,12,27,75,30
59,88,98,30,71,74,6,48,42,61
27,56,78,39,90,59,100,16,31,48
74,4,46,45,92,4,38,20,62,77
77,8,46,15,70,77,11,27,96,77
57,76,42,32,47,48,79,38,88,25
52,38,62,81,56,62,71,64,38,12
33,74,70,94,21,81,33,5,66,26
64,63,66,59,38,2,17,9,36,62
59,22,97,65,81,32,41,80,30,87
31,43,13,86,98,98,59,76,55,87
26,15,53,83,16,65,46,73,42,28
41,91,87,86,30,0,60,75,51,11
100,78,16,27,10,4,63,29,28,47
51,8,86,66,44,24,15,1,29,18
43,58,47,1,4,27,35,7,51,31
61,62,37,60,1,72,14,40,35,61
11,60,12,28,92,52,61,37,67,28
80,98,39,93,81,21,26,0,28,57
5,43,18,66,37,46,41,71,77,57
62,56,78,34,40,38,12,23,35,88
2,51,40,13,1,44,55,81,57,86
50,4,33,50,18,56,42,82,11,33
24,73,17,76,45,80,10,79,49,15
81,46,69,95,46,69,63,20,22,82
94,61,18,16,91,25,99,65,90,38
81,99,75,47,61,72,17,29,1,60
94,82,35,17,20,46,62,22,76,60
4,24,53,40,40,1,12,99,54,51
6,81,48,25,55,63,68,23,92,23
2,44,97,33,65,93,23,97,39,11
24,88,42,99,16,32,64,55,36,34
55,46,17,45,66,63,10,40,20,68
50,61,74,1,76,36,34,76,79,2
15,15,94,54,100,44,87,17,98,1
36,22,93,22,39,52,69,52,62,52
47,9,98,93,54,20,55,97,55,78
66,5,79,29,12,98,30,7,30,64
55,48,8,71,20,55,58,31,30,93
8,8,7,2,94,7,99,8,97,67
80,92,95,84,25,37,62,40,90,83
58,49,40,95,90,36,74,93,70,18
49,69,27,40,63,9,62,16,59,33
50,4,23,83,32,15,55,76,44,7
33,26,4,99,34,93,19,96,73,40
60,56,47,49,31,17,73,77,83,86
24,41,10,0,82,41,75,81,50,94
50,32,1,64,71,53,6,76,83,31
43,40,89,22,37,45,49,92,86,86
95,36,20,37,77,46,0,87,54,7
15,59,84,60,56,49,11,58,47,97
63,37,20,3,2,51,56,4,40,30
6,89,69,6,53,30,88,36,34,47
48,16,47,35,52,76,54,74,65,9
43,61,99,79,79,2,96,53,21,34
15,47,30,67,20,1,75,2,83,27
11,48,58,26,17,14,64,43,47,91
33,42,38,40,90,4,83,42,56,85
90,79,100,29,38,94,24,99,77,96
30,11,20,75,64,65,91,82,73,91
4,35,16,98,31,12,68,53,45,12
27,22,34,87,96,47,19,55,14,74
66,10,85,96,55,22,59,55,78,99
29,95,73,20,28,18,18,5,2,87
48,96,15,7,39,60,27,57,88,88
28,12,32,41,90,92,97,63,92,17
27,46,43,65,63,9,52,7,44,59
79,78,74,15,80,30,68,35,14,40
37,68,95,73,20,90,48,15,6,56
35,20,8,30,23,65,5,77,95,6
9,25,0,10,18,1,78,92,99,54
26,35,19,93,74,72,48,1,80,14
57,88,77,22,72,1,1,69,83,76
13,38,46,33,60,20,53,39,11,80
58,77,14,46,1,51,30,90,19,16
80,12,9,29,18,90,84,12,23,34
66,94,71,16,60,68,27,0,10,32
49,30,89,35,80,16,30,16,15,90
7,37,35,20,78,64,28,93,46,24
42,25,60,62,30,98,70,5,7,44
73,1,58,67,76,39,67,18,5,46
40,53,53,2,47,89,86,46,2,38
5,19,93,61,51,72,43,7,2,43
78,69,35,98,21,3,64,86,88,3
46,17,1,25,86,52,7,58,12,5
2,37,48,73,100,97,66,60,2,94
95,11,65,66,79,11,3,58,80,35
87,5,2,26,69,39,33,64,53,14
25,67,39,23,52,87,100,33,30,37
19,39,53,87,20,49,66,85,68,11
42,87,21,13,10,39,68,91,3,48
90,17,58,72,14,64,70,19,81,93
90,20,47,84,41,66,72,73,25,37
16,55,26,48,32,14,9,82,54,36
1,31,22,39,75,25,41,2,12,75
71,9,46,22,66,54,37,27,20,73
74,46,34,59,35,51,54,44,55,56
44,40,82,61,45,76,47,86,25,94
64,54,68,18,1,80,24,47,93,86
67,57,60,37,100,71,91,18,21,91
28,61,61,40,78,1,38,82,60,21
83,29,57,12,11,22,81,61,76,23
3,96,83,40,13,90,32,66,50,13
95,100,95,43,92,28,32,71,4,69
29,63,18,18,45,6,94,47,93,44
7,50,88,36,52,89,40,70,17,90
93,95,29,95,20,18,77,55,51,77
98,45,54,52,25,23,28,20,61,55
38,35,4,78,94,50,75,58,86,64
6,40,7,84,57,1,87,30,48,68
69,39,93,90,52,12,9,56,23,71
9,68,45,59,93,26,37,30,13,63
66,83,0,35,40,18,85,91,81,36
83,9,9,95,87,79,0,16,85,21
80,97,87,98,32,93,71,77,90,41
40,94,1,85,54,18,91,28,10,12
58,22,64,59,22,11,93,36,64,49
91,90,53,81,90,89,86,84,39,10
85,9,47,60,100,63,0,37,51,21
9,11,18,69,31,32,19,15,57,81
93,11,28,83,22,36,24,42,95,60
27,44,16,13,37,24,67,74,44,80
84,15,69,14,71,6,13,98,24,96
40,6,66,53,29,9,54,66,97,90
87,40,54,47,79,74,29,85,49,87
73,78,39,32,7,54,61,11,7,26
28,12,99,14,47,95,6,91,6,95
63,51,33,33,15,63,76,52,29,3
90,83,0,84,46,42,95,59,67,69
94,88,66,17,18,34,34,14,32,68
39,72,79,21,39,47,54,84,61,40
72,23,97,61,55,23,70,48,91,3
83,11,60,68,37,68,18,57,45,64
44,17,51,7,74,20,4,51,35,12
39,44,11,90,29,64,18,71,99,31
76,79,78,47,31,57,5,61,87,12
96,77,98,35,90,92,69,40,21,88
4,71,94,43,93,98,86,30,41,34
100,57,83,59,38,43,46,79,23,82
76,84,4,64,11,60,9,51,41,54
40,49,53,66,51,87,9,24,74,89
100,8,15,49,78,4,47,50,13,69
44,37,24,81,69,97,49,59,89,57
64,6,69,30,96,38,59,68,38,62
34,67,80,54,49,33,53,39,16,67
36,77,58,41,50,51,36,15,85,22
24,29,11,2,9,85,10,18,94,12
86,29,28,63,21,9,30,36,31,30
39,68,67,5,88,74,54,15,51,94
81,30,39,73,11,10,39,13,16,24
82,16,89,10,21,10,31,30,3,32
88,75,70,16,41,52,84,17,14,30
37,26,55,71,75,15,1,42,39,49
76,100,50,54,39,36,93,63,64,29
55,63,42,35,67,100,76,52,3,54
58,9,71,71,33,42,71,56,59,33
48,93,49,15,76,46,33,36,77,27
33,89,96,48,13,52,69,25,21,19
13,94,45,95,61,96,10,88,82,70
15,35,99,73,57,10,36,86,75,66
26,70,32,88,95,63,61,86,86,62
52,43,22,82,21,15,53,38,38,66
29,42,33,7,67,28,74,22,80,28
20,65,68,65,18,17,69,76,8,61
41,37,97,9,73,40,71,84,65,62
99,0,82,76,6,14,65,92,13,80
12,86,71,71,1,46,12,12,80,96
70,68,16,71,6,1,10,2,44,44
51,85,43,77,53,81,31,33,98,43
78,86,78,90,31,82,60,13,31,29
41,5,28,61,9,46,86,64,68,59
11,54,100,40,73,41,61,49,96,30
35,78,62,1,47,84,78,29,23,87
33,42,13,24,84,45,43,67,66,8
36,73,46,6,74,4,59,51,86,24
51,58,80,47,31,76,21,74,40,87
17,32,21,2,80,36,73,66,89,67
43,64,91,62,42,38,48,63,71,40
3,68,36,54,75,35,4,48,52,48
9,32,10,98,87,91,73,1,59,37
64,43,88,16,42,20,57,4,9,55
29,68,33,6,11,45,67,93,88,42
79,33,12,63,36,61,54,29,6,0
5,81,30,98,34,38,18,87,96,33
58,38,55,78,23,79,73,7,6,77
95,55,19,12,99,42,82,8,67,72
95,41,19,98,88,80,24,58,59,99
65,46,42,7,6,40,9,68,70,89
60,44,12,62,31,6,13,39,83,51
47,100,66,9,56,10,6,59,19,75
18,61,26,63,77,76,90,5,42,30
11,75,33,69,98,82,63,83,45,57
78,39,47,50,50,25,3,35,16,65
80,3,6,100,43,2,43,35,60,60
16,87,64,31,19,86,70,33,72,42
61,49,96,81,3,98,26,87,18,61
36,65,68,10,100,73,65,39,97,91
1,10,23,43,62,54,42,26,34,50
23,14,76,24,13,93,66,11,11,99
16,22,19,94,13,52,37,39,77,81
36,97,30,34,47,27,28,55,92,89
45,43,99,9,65,67,55,0,58,60
57,74,32,2,61,64,64,36,92,74
56,87,14,74,76,45,21,72,22,24
99,16,37,87,64,64,42,81,64,79
29,20,53,39,73,79,36,31,8,41
0,31,62,1,4,68,71,52,73,24
60,96,94,18,62,52,9,35,9,93
98,53,67,46,0,38,85,27,44,1
56,95,62,40,73,5,95,87,26,91
6,2,31,67,55,25,3,59,81,95
55,50,41,26,49,28,97,97,51,51
49,22,70,15,74,35,86,72,43,31
89,26,50,7,34,54,45,96,9,71
80,100,40,3,8,46,86,78,67,15
41,91,61,72,3,41,1,25,94,42
34,94,99,64,30,97,80,92,65,93
93,99,53,21,4,25,94,34,15,75
97,3,3,50,100,66,87,81,21,60
63,63,28,94,0,82,49,57,57,42
52,5,19,100,71,28,34,39,64,72
80,5,47,62,98,61,29,70,71,31
1,48,95,25,50,80,74,4,13,98
49,29,0,53,37,8,48,98,76,75
49,7,96,58,81,39,10,45,16,3
34,61,90,51,31,12,34,32,4,76
82,93,97,89,79,40,49,16,93,98
32,9,88,26,95,75,73,77,92,19
19,72,94,83,97,19,49,40,89,13
26,59,52,49,57,17,76,13,36,24
30,58,100,46,17,73,91,49,67,11
34,14,48,68,3,66,76,50,47,78
16,87,14,81,75,84,60,17,22,7
50,73,7,0,95,67,8,25,41,72
62,94,27,43,52,80,77,16,54,18
22,8,41,52,93,18,0,41,34,77
44,17,98,20,62,51,0,9,78,96
56,5,30,3,5,16,16,99,64,84
82,96,100,69,79,76,3,64,42,100
95,9,85,37,37,27,51,88,51,21
16,82,33,14,30,49,23,89,5,62
36,46,17,51,33,38,1,11,80,98
80,75,6,15,66,68,24,83,95,26
59,24,59,39,2,67,5,80,83,70
46,66,64,45,23,2,23,20,50,1
88,45,68,95,64,92,81,4,63,76
85,2,62,98,77,63,36,85,21,82
25,70,17,48,63,5,96,14,59,56
77,82,98,27,1,99,44,1,69,71
63,44,41,9,63,43,4,40,14,1
56,83,92,97,52,37,24,14,24,65
87,61,25,38,25,10,6,36,99,41
97,78,12,97,46,20,4,24,98,84
29,70,75,94,63,77,40,49,34,61
96,74,27,50,75,84,51,5,2,96
22,52,43,60,6,39,2,85,60,38
88,69,22,95,86,10,15,20,12,49
15,23,53,66,30,5,0,84,96,32
34,7,17,74,87,93,94,63,3,34
41,33,11,75,7,36,48,26,18,17
92,62,52,38,24,9,14,60,100,38
38,61,6,92,60,68,39,78,0,37
60,56,100,42,40,81,3,5,2,72
58,55,95,31,52,1,31,88,19,51
17,12,84,63,65,79,4,18,37,45
82,89,15,78,32,98,29,18,86,15
6,66,15,54,46,75,98,65,77,93
96,9,53,84,41,79,63,60,13,44
53,84,13,71,48,78,71,48,77,87
53,21,24,25,63,16,43,62,59,4
66,28,57,0,1,53,14,5,13,45
57,93,96,48,81,48,99,45,68,27
35,82,6,22,16,32,63,53,33,75
44,45,12,43,80,40,83,59,37,11
35,40,7,6,44,67,76,22,6,12
44,3,51,25,63,83,5,85,45,74
76,92,42,31,34,56,34,54,8,33
93,92,99,1,3,13,59,55,39,17
77,31,43,51,18,39,26,4,27,62
15,82,57,79,3,97,16,83,56,17
33,76,50,26,2,67,99,1,11,87
33,17,45,68,78,46,18,19,63,85
81,29,49,29,12,48,69,2,7,86
31,97,26,26,41,63,79,72,36,14
56,50,4,33,61,48,56,1,16,51
66,48,3,18,44,44,19,7,89,41
0,9,0,25,97,32,13,29,48,29
65,57,45,92,89,41,17,88,81,84
30,42,47,56,5,38,41,23,17,72
99,38,44,15,21,30,61,87,80,1
51,75,13,18,83,12,50,69,15,90
41,66,84,70,47,24,87,73,93,61
45,95,0,66,93,4,80,63,96,61
98,87,99,21,93,52,38,49,29,25
50,50,6,39,73,6,25,7,53,47
54,63,74,65,28,4,58,10,78,48
79,46,23,65,99,40,12,67,53,3
71,17,100,59,36,89,30,77,78,33
67,51,40,8,3,43,39,72,57,21
73,90,66,45,20,82,69,50,45,31
55,65,2,5,44,82,8,97,18,13
27,51,33,41,65,64,89,37,60,0
74,55,69,80,97,61,70,16,60,39
63,56,40,51,70,43,18,24,66,99
52,49,62,23,95,13,11,21,29,87
38,73,34,86,71,65,75,55,29,66
39,44,87,21,68,2,22,59,42,38
39,72,13,34,3,68,48,80,11,67
42,99,11,28,2,10,69,56,97,100
44,88,13,16,74,51,99,30,42,88
66,72,39,94,69,48,89,66,76,60
62,30,99,22,85,38,33,2,7,9
38,79,0,88,55,63,60,67,47,18
40,33,2,54,62,36,60,87,93,82
95,75,71,69,96,65,73,83,65,23
14,60,36,81,17,79,88,11,96,49
35,44,77,69,2,42,82,54,15,41
75,0,76,87,2,95,3,1,25,3
85,39,77,62,16,55,23,30,65,16
22,69,57,97,24,26,92,46,91,46
45,80,100,95,3,95,94,34,91,73
71,92,98,56,94,45,1,19,35,13
36,79,60,92,60,78,59,13,8,88
16,30,37,29,93,1,50,86,50,42
29,11,88,78,98,66,8,54,87,95
98,94,13,1,52,34,21,17,23,3
46,57,74,49,95,90,93,84,31,10
4,25,1,16,21,24,22,66,26,24
27,40,83,95,59,30,22,10,83,33
37,80,41,56,40,88,38,49,40,65
23,73,11,34,27,56,99,21,29,1
98,55,38,35,12,89,22,11,74,66
55,4,53,21,20,53,7,42,100,97
16,63,77,95,1,33,45,7,82,16
46,50,72,73,10,57,48,79,16,34
48,71,94,21,25,10,19,100,7,94
20,23,36,99,22,36,91,100,15,18
84,98,84,81,98,5,40,16,82,60
57,10,4,3,64,2,12,47,11,3
52,40,33,36,55,65,60,80,55,37
32,13,93,13,1,44,16,93,3,93
8,16,58,10,53,64,5,54,29,59
0,12,5,56,95,85,15,59,7,27
21,4,85,61,49,80,100,52,6,80
16,46,76,86,83,13,82,62,18,71
32,20,21,93,30,47,59,48,48,8
6,17,58,63,38,63,83,45,25,84
74,51,22,19,32,60,65,67,96,36
11,65,99,24,54,48,51,16,17,81
93,83,44,97,22,85,13,66,50,77
39,6,73,44,81,49,59,87,8,73
41,6,17,90,54,39,24,2,13,57
21,13,78,80,21,46,42,90,32,83
19,43,68,88,56,21,59,24,31,69
88,58,2,100,89,40,82,1,6,51
52,13,66,95,2,17,44,58,74,47
7,13,1,4,52,47,22,54,66,13
4,16,30,13,84,10,25,91,16,10
24,75,2,81,96,6,8,49,66,51
87,3,81,87,50,99,13,92,70,8
6,90,84,62,53,43,91,99,50,16
53,92,21,16,40,78,50,25,11,65
16,37,41,5,84,95,90,21,48,57
12,56,10,50,75,93,83,84,16,52
42,79,9,41,0,35,23,51,80,78
32,33,42,65,55,58,22,41,67,100
49,15,19,18,82,45,67,45,100,58
94,79,78,12,41,61,87,60,21,78
74,71,47,57,16,6,66,78,83,18
16,79,9,34,70,0,36,48,26,29
25,81,6,64,33,65,52,10,46,3
44,94,46,93,39,51,13,3,93,10
47,54,80,96,69,35,32,44,65,2
33,1,54,79,77,99,22,80,16,60
71,35,38,76,1,13,94,36,70,96
12,94,69,12,26,86,9,21,68,56
85,96,34,9,50,85,35,42,97,78
61,27,77,65,30,78,59,86,3,57
18,58,53,66,38,73,62,40,74,95
18,12,12,53,16,93,19,58,1,93
59,42,74,0,9,56,47,33,88,56
71,45,12,88,39,52,96,80,51,68
11,84,86,94,45,14,3,78,32,83
35,64,9,5,47,49,89,20,93,80
28,40,64,81,62,57,48,39,45,14
26,15,59,30,3,89,47,62,69,23
5,54,64,4,47,40,59,33,100,13
25,91,4,18,1,60,72,73,54,19
44,20,78,43,14,53,48,97,36,31
24,36,29,43,97,92,19,19,52,10
48,2,6,6,25,38,75,80,59,24
77,40,90,40,7,28,3,69,92,29
53,65,68,36,59,75,67,91,42,16
98,100,4,43,80,100,75,8,3,36
29,9,100,36,7,18,54,46,34,42
43,61,20,35,69,91,89,25,75,82
0,81,61,34,27,31,53,90,68,54
56,51,98,32,10,88,35,84,44,50
3,79,33,97,93,92,38,0,34,33
38,18,99,8,76,32,85,38,16,35
93,12,61,63,37,18,23,83,79,68
22,83,42,85,36,76,36,87,32,38
54,49,100,51,99,54,4,53,63,20
59,58,10,53,8,84,33,27,90,3
26,52,10,31,67,68,86,78,60,66
69,99,87,34,19,40,57,18,26,87
61,4,83,52,58,73,83,65,5,73
70,45,37,78,89,1,70,54,67,16
9,94,82,42,99,1,29,63,53,24
51,24,100,77,17,85,100,34,5,66
53,24,50,44,3,1,45,34,59,48
2,72,56,18,5,45,22,13,31,88
83,56,19,91,37,39,79,16,9,6
67,19,55,16,42,44,93,72,76,12
81,35,21,15,30,15,52,46,76,63
79,73,43,22,7,81,34,7,47,49
80,31,31,9,82,46,55,87,67,11
41,26,17,73,100,32,100,12,24,66
81,75,61,23,4,53,21,40,72,52
56,13,81,78,94,46,37,17,16,100
86,68,76,90,41,31,63,92,87,20
12,52,4,92,35,10,32,91,28,67
24,67,33,95,29,64,51,56,73,7
33,98,48,31,50,27,82,53,67,41
2,81,13,68,2,62,38,52,52,35
44,46,63,45,44,65,90,76,85,45
92,59,64,7,1,40,81,62,19,47
56,60,88,50,78,33,45,20,44,77
49,14,43,89,23,32,75,88,63,79
77,57,30,46,95,76,10,76,4,18
91,1,20,78,45,53,88,91,22,83
45,58,22,53,88,36,53,79,100,84
56,57,10,82,81,14,77,47,21,35
38,48,1,71,34,38,54,83,79,98
48,74,64,74,83,97,72,19,72,12
14,11,77,37,13,38,52,39,87,69
15,50,27,90,12,25,42,70,89,98
79,66,94,5,95,86,92,23,85,9
41,24,28,83,27,80,91,7,85,54
90,10,12,1,40,31,100,8,42,86
37,81,8,36,23,89,84,64,72,94
60,63,53,43,90,33,50,30,48,59
56,3,8,46,36,46,13,45,8,66
29,81,18,73,83,80,89,26,55,12
99,27,69,8,56,24,75,87,2,62
29,55,62,68,57,43,81,79,88,7
62,42,11,16,26,65,7,31,69,35
37,55,91,53,38,39,61,75,79,2
88,3,47,5,63,4,83,81,87,69
83,35,31,47,39,93,6,21,97,11
26,28,100,20,95,92,32,97,99,55
76,13,7,74,40,39,1,5,23,63
28,26,56,34,46,68,88,15,56,48
83,89,100,93,97,45,86,21,98,60
57,65,64,6,36,13,20,13,87,43
26,89,1,37,71,77,77,75,83,74
45,10,61,59,44,91,60,30,10,66
23,10,26,63,63,92,0,38,71,35
64,63,99,4,16,89,80,60,14,44
14,56,95,27,84,35,60,58,17,100
68,8,54,34,80,2,40,81,5,15
7,89,18,52,90,34,81,33,17,84
98,0,54,58,10,89,76,18,100,29
98,65,45,6,73,34,22,12,64,43
54,37,53,79,6,99,91,39,45,62
38,100,31,51,60,47,56,95,46,18
80,40,0,29,40,39,69,23,62,67
9,36,93,46,53,55,51,45,23,73
27,73,28,30,13,48,86,67,12,33
76,59,58,31,79,75,12,14,10,95
44,61,5,68,37,73,21,96,86,86
50,34,24,69,75,25,75,24,16,77
18,8,99,50,88,20,10,8,50,44
92,63,29,41,94,66,77,59,16,55
55,100,19,35,97,42,61,49,62,73
69,90,57,76,95,28,6,93,96,55
31,0,12,2,18,72,92,32,97,67
69,16,13,29,99,63,17,56,30,67
87,85,8,0,4,91,100,76,29,53
0,13,35,26,9,55,45,95,70,3
84,58,36,87,44,70,57,65,59,100
74,75,38,64,57,9,58,55,24,86
96,9,14,30,36,9,86,17,47,61
99,30,94,26,53,77,29,73,69,65
47,61,22,54,46,56,82,52,0,64
77,25,56,63,2,83,99,24,51,83
24,48,17,74,38,93,52,81,31,19
84,53,27,75,3,56,100,14,97,9
22,58,37,43,12,20,77,33,63,88
22,25,17,93,51,91,27,95,26,87
83,63,18,68,17,5,47,38,31,84
85,28,3,10,67,8,93,24,49,82
30,42,75,0,97,20,25,23,7,30
11,87,42,90,68,53,20,79,74,30
76,47,7,94,97,14,8,7,92,92
95,92,63,70,83,33,97,38,84,83
28,62,91,10,20,29,76,37,15,60
98,1,14,41,73,15,64,2,0,6
58,4,87,52,67,83,74,56,75,41
8,31,30,93,8,47,78,57,73,63
74,62,84,86,80,80,83,10,30,97
67,4,74,98,96,64,0,9,34,43
75,24,69,38,42,13,67,24,15,18
17,24,98,52,13,75,26,78,34,63
44,90,4,56,6,17,91,80,18,93
10,31,79,36,94,43,83,35,84,21
64,86,10,63,100,8,8,67,93,93
33,5,90,100,0,100,14,32,21,40
4,59,84,96,12,35,79,74,87,94
22,34,25,99,47,79,61,85,51,51
42,4,22,24,36,40,78,5,49,5
27,100,72,11,65,50,81,91,90,54
51,32,91,72,20,94,19,67,7,65
1,16,14,89,65,4,88,93,85,51
12,72,1,40,20,72,81,88,44,52
1,85,97,90,98,10,49,88,47,67
23,20,51,51,77,32,54,17,0,28
34,51,1,92,25,51,27,49,85,0
96,78,72,100,4,65,87,61,64,93
90,14,77,69,32,22,32,36,19,96
15,85,68,56,79,95,7,92,98,8
29,48,54,25,3,57,67,72,86,84
56,21,11,74,42,80,67,27,56,61
15,16,16,75,62,40,26,95,34,83
68,85,11,50,31,1,39,27,86,53
41,19,88,31,32,71,74,44,1,55
96,90,95,86,52,52,13,60,82,91
31,24,68,65,37,19,5,40,38,56
15,66,77,68,3,2,82,18,40,88
39,50,95,86,57,77,39,7,63,88
86,14,53,88,100,51,36,47,16,59
36,66,25,22,87,81,13,57,90,70
63,82,48,76,3,86,100,81,1,87
92,5,3,60,31,13,60,41,28,31
1,14,10,97,8,52,69,66,89,79
82,70,24,67,39,55,16,58,22,2
75,93,44,86,30,40,55,22,91,52
26,39,16,0,16,18,86,10,54,77
82,0,30,10,49,37,88,100,44,83
96,39,13,48,7,30,58,71,38,1
43,99,58,94,3,36,21,78,17,72
31,58,44,49,29,42,69,68,49,14
97,40,64,97,18,80,27,89,41,41
77,72,61,75,2,80,14,48,95,2
79,9,82,93,40,90,75,62,23,51
83,27,50,64,6,16,18,61,20,21
7,29,74,15,93,48,0,33,38,70
32,74,38,90,53,17,72,1,3,20
48,10,55,44,41,14,19,49,73,51
45,65,47,65,12,38,16,53,43,59
36,37,32,33,100,29,16,29,78,20
29,74,77,90,88,19,87,91,65,42
19,75,99,54,83,29,3,46,29,36
0,69,21,87,44,12,5,21,69,95
76,95,82,98,67,65,90,42,2,93
4,16,23,13,21,25,37,47,40,53
4,41,13,65,23,42,13,81,99,46
60,69,47,78,50,60,7,48,3,50
21,86,63,22,83,17,45,85,70,9
50,70,98,19,89,98,38,68,96,85
49,86,65,27,52,12,38,9,23,29
1,77,6,20,36,89,78,46,69,55
94,1,2,68,68,54,77,1,71,11
90,59,58,15,86,4,91,41,83,79
54,34,62,52,52,17,69,9,1,20
2,10,47,44,99,50,14,47,21,5
23,16,37,30,34,90,74,11,50,69
2,74,67,42,61,84,1,14,78,29
0,88,86,8,19,99,46,77,18,60
47,27,25,66,81,58,13,18,7,0
4,18,100,78,68,31,95,94,86,24
37,88,85,26,10,46,82,28,3,87
45,57,57,49,76,65,93,52,23,55
11,60,39,84,30,26,14,6,46,47
89,47,59,44,51,81,62,26,15,61
0,0,84,69,38,25,40,19,26,4
17,32,72,50,13,35,46,13,20,51
75,19,49,98,30,46,7,16,97,66
59,60,57,3,7,24,45,50,52,90
14,38,83,58,33,54,78,20,1,74
1,2,7,77,3,69,64,51,61,1
84,95,88,53,89,13,78,19,89,32
25,47,51,64,26,32,84,48,45,9
50,17,60,90,1,33,48,76,23,55
14,35,87,49,39,35,28,17,40,45
65,32,57,91,84,34,55,24,10,40
74,84,80,75,50,96,65,79,85,19
51,13,4,48,1,94,21,16,31,62
35,91,58,24,87,64,47,13,24,57
72,87,63,87,10,62,61,72,48,74
97,27,70,50,29,39,15,30,42,14
57,88,19,68,99,100,60,100,29,67
55,58,39,55,1,0,75,32,40,14
7,13,5,32,100,87,36,56,11,71
66,4,33,75,87,58,8,73,52,49
54,30,62,7,2,49,45,9,27,2
40,58,34,47,70,67,100,47,83,48
23,95,73,42,89,16,75,91,52,23
62,19,71,83,42,78,22,87,20,32
66,88,20,98,97,22,48,50,34,18
70,56,49,73,12,99,68,23,64,1
79,89,5,82,22,89,28,84,79,16
59,96,54,3,93,14,90,2,98,30
70,60,35,35,3,93,18,29,33,99
97,39,81,11,76,87,70,18,0,21
73,42,96,98,68,90,55,99,7,100
32,73,5,74,99,14,12,43,54,34
25,54,80,50,48,67,71,63,98,29
73,13,36,76,63,49,28,43,78,59
41,86,81,92,91,73,44,18,47,42
67,54,88,20,17,44,36,87,96,13
84,12,6,100,32,76,95,69,5,25
27,49,35,34,17,54,31,47,99,56
3,52,30,83,8,90,67,36,9,97
68,72,53,6,37,10,10,54,10,14
70,86,33,6,96,99,81,66,52,66
1,53,39,29,97,48,8,10,94,88
50,39,23,24,84,27,69,84,75,19
56,64,99,55,50,58,54,84,26,68
