イヌパワー,ネコスピード,カメバリア,サルジャンプ,ドラゴンポイント,タヌキ運,フクロウ知恵,ライオン勇気,ウサギ敏捷,ペンギン冷静
1,4,21,12,15,43,82,64,63,57
39,87,17,12,82,63,75,99,92,81
23,44,45,57,3,95,53,94,58,94
75,34,9,75,43,74,43,91,2,71
73,79,76,79,44,82,52,55,85,15
80,21,92,51,66,57,82,68,18,1
64,1,0,62,16,21,72,14,68,70
54,51,70,24,16,45,89,71,70,43
47,48,48,45,91,67,59,69,12,93
52,35,80,21,61,12,91,29,96,46
0,77,29,24,8,15,80,21,79,65
44,19,17,19,3,82,22,34,59,55
44,49,91,37,77,38,93,25,45,82
17,18,62,26,96,58,27,86,66,38
29,98,15,54,42,3,15,71,60,79
94,48,76,72,17,86,95,26,13,12
72,51,67,26,100,61,45,61,43,86
56,68,66,71,81,14,53,43,4,58
25,38,63,69,86,31,5,83,39,88
56,14,63,69,57,64,0,80,89,56
25,89,66,73,23,90,15,15,49,85
43,87,16,98,87,8,2,87,89,11
59,42,25,51,65,46,34,91,100,47
45,35,100,67,43,47,89,93,57,43
39,88,43,37,27,49,82,88,13,52
63,4,19,22,37,62,98,82,27,100
61,27,19,4,96,25,23,12,50,83
67,60,52,96,46,3,69,87,47,87
42,70,35,28,15,69,47,84,11,4
61,60,39,65,83,2,35,10,50,59
60,21,26,55,74,21,64,34,82,12
100,92,64,97,91,55,86,39,100,53
56,66,2,78,51,75,70,43,76,26
29,75,30,21,29,73,78,69,39,72
66,66,78,54,74,46,98,88,26,56
14,80,13,44,49,81,43,67,5,57
25,79,69,30,98,55,24,91,18,86
94,34,64,16,24,7,22,87,25,95
7,34,44,4,67,43,58,88,46,89
85,82,97,55,16,4,12,66,3,98
28,46,62,5,91,76,23,26,39,91
44,94,63,53,12,15,15,82,34,17
55,67,47,56,71,12,66,12,0,16
92,85,54,26,7,71,88,19,0,48
3,20,20,33,36,39,3,90,9,98
11,86,89,3,49,94,70,87,42,25
59,74,48,18,96,60,32,91,95,29
45,55,78,94,64,37,41,32,41,10
89,28,53,91,84,99,96,53,24,7
70,81,70,1,50,24,63,15,75,98
90,33,4,8,87,6,82,14,30,45
2,75,23,4,94,62,33,29,5,34
47,75,69,67,22,8,47,79,80,40
82,10,62,5,2,71,25,51,36,80
51,60,82,38,71,38,19,52,74,59
72,82,21,42,29,34,70,94,1,90
83,27,12,7,1,42,50,61,39,82
12,69,66,27,74,13,95,51,25,31
26,38,94,39,30,6,74,28,54,87
37,88,32,90,67,22,73,41,27,57
21,18,56,1,3,56,48,36,41,10
10,23,40,27,68,89,42,15,63,87
24,0,77,89,74,48,0,98,33,49
38,33,45,74,97,73,22,43,1,94
0,54,72,39,22,96,38,13,87,12
35,22,24,82,55,30,31,97,63,63
35,2,45,34,38,81,87,89,6,98
56,25,14,68,52,47,30,100,41,45
98,26,27,95,55,36,51,31,37,77
10,68,52,89,90,87,99,88,56,62
43,59,91,47,53,94,7,17,74,73
31,82,87,96,94,21,5,30,30,72
86,76,16,19,71,47,67,98,95,94
36,49,90,74,85,84,28,43,19,22
67,92,86,74,27,22,5,21,46,10
76,53,40,60,68,71,82,10,18,28
39,11,41,15,100,37,55,13,1,28
17,50,26,96,10,97,72,21,19,6
11,91,85,88,90,75,15,95,37,95
55,48,48,46,70,8,97,28,98,26
31,18,28,50,18,100,19,31,8,90
7,39,17,91,87,68,65,39,11,51
64,14,27,32,73,17,50,55,0,36
15,63,87,60,96,47,24,63,31,45
8,18,10,54,93,74,32,55,56,26
76,49,52,23,13,65,38,72,49,64
49,75,1,32,67,14,3,56,55,65
61,59,31,76,30,37,36,57,80,1
26,27,98,94,88,13,74,87,49,96
91,49,9,47,93,63,26,86,35,51
37,0,29,95,7,5,32,52,67,92
65,79,2,62,1,5,5,7,63,89
55,66,42,51,84,49,63,79,2,47
86,100,20,87,75,95,96,71,88,73
94,41,25,73,5,2,29,89,68,45
67,100,17,97,100,43,33,1,22,44
38,45,47,20,83,52,26,5,5,73
82,67,21,41,84,14,27,62,2,78
73,58,97,41,70,58,55,81,56,89
50,97,39,82,71,51,56,46,24,21
96,42,29,33,31,88,26,56,93,0
23,25,49,0,38,39,21,2,88,61
39,3,88,46,69,35,69,14,84,35
54,40,26,21,40,54,68,4,37,73
91,63,21,53,47,57,71,91,56,57
29,9,58,5,100,31,74,66,29,34
99,82,58,27,57,21,54,47,33,79
51,35,16,47,17,31,27,20,88,48
72,39,46,53,72,75,33,99,8,22
22,64,97,65,30,13,7,50,17,100
85,26,44,100,100,13,86,15,23,98
17,82,87,8,61,37,0,9,73,68
48,51,61,18,42,20,52,61,51,3
4,98,88,94,22,83,66,75,25,29
7,48,53,12,94,38,37,39,76,28
87,87,94,11,5,93,0,36,96,88
98,23,84,89,38,70,36,83,91,63
90,59,19,57,35,36,91,74,81,55
29,68,66,10,87,70,91,80,94,41
51,52,40,7,3,13,61,26,81,43
96,99,99,99,66,16,60,41,79,91
72,52,18,75,12,31,40,81,59,39
29,68,70,57,4,80,11,100,78,9
71,30,40,22,4,12,19,35,66,68
33,43,27,21,83,0,26,91,16,2
6,91,18,43,97,45,2,87,29,84
28,28,42,93,94,56,95,37,70,22
19,95,13,96,44,25,50,83,66,45
43,37,61,6,50,66,51,54,53,72
50,38,56,86,36,11,35,50,55,48
79,16,93,0,38,72,92,52,30,74
55,16,85,48,78,41,97,0,96,96
61,36,54,100,22,51,43,43,12,16
14,72,30,41,19,7,39,21,66,41
24,21,91,44,67,21,48,19,54,91
0,29,36,33,71,24,43,11,39,75
39,52,95,88,77,93,72,67,13,49
77,27,100,55,62,21,70,22,5,30
28,65,6,69,90,81,13,81,47,61
92,92,65,89,94,0,93,65,30,7
37,30,27,99,18,35,60,20,27,71
98,77,43,9,9,22,26,21,64,37
85,32,26,68,82,68,67,45,25,88
53,43,72,14,66,72,84,56,74,85
59,13,29,39,56,34,24,15,28,74
25,26,35,16,56,22,7,2,79,51
93,51,4,34,99,48,48,45,93,95
66,11,25,57,68,67,47,35,27,56
44,85,67,66,85,27,99,95,15,53
83,87,36,14,77,100,12,93,51,71
48,49,1,78,25,63,34,86,50,50
44,92,51,8,26,11,75,96,57,64
15,77,65,59,58,87,78,58,59,88
15,65,45,69,69,3,27,17,80,14
37,25,5,38,91,20,6,78,86,100
76,94,62,98,53,23,48,44,40,72
4,44,61,3,82,60,63,17,5,0
71,10,54,23,21,10,56,90,7,20
80,67,63,96,35,12,11,37,87,57
79,84,76,52,55,85,91,42,67,34
20,60,95,40,76,55,83,52,4,19
27,41,87,98,79,2,1,47,35,36
73,53,30,44,31,15,7,47,21,90
44,24,36,66,33,37,53,81,24,35
72,26,76,94,39,10,74,98,94,72
74,1,1,75,11,60,69,6,11,52
74,7,33,70,48,92,97,54,5,35
82,24,4,62,13,72,3,24,95,72
3,36,43,43,98,41,94,84,43,83
12,92,48,75,26,31,27,19,28,21
95,86,17,12,63,79,18,43,80,84
94,36,21,63,40,58,96,43,89,26
79,18,79,36,100,80,88,92,0,6
84,62,73,16,83,20,10,12,16,3
83,18,53,72,68,12,59,3,90,72
56,83,58,89,0,60,90,37,13,84
38,41,25,1,14,50,73,36,77,6
56,72,74,72,62,96,2,60,30,25
67,3,33,25,76,40,36,64,7,84
21,48,35,64,84,34,20,85,96,7
94,5,73,93,61,10,57,84,43,42
31,9,64,25,96,76,83,63,14,88
97,1,15,83,88,1,48,60,96,70
70,5,45,96,86,56,29,34,45,86
64,70,8,32,49,37,28,11,71,53
41,63,64,10,23,57,35,48,100,67
73,75,62,42,13,14,82,42,31,99
5,89,47,3,34,62,94,53,96,24
72,14,56,46,97,27,75,14,47,3
46,66,7,56,24,80,17,37,8,33
27,35,7,89,61,4,42,84,21,94
0,30,9,69,70,47,26,27,46,99
7,30,1,28,76,24,46,24,83,72
56,15,28,64,79,20,67,64,79,91
86,88,49,84,49,10,92,58,62,68
68,36,80,67,51,100,65,6,66,65
73,89,3,82,86,24,6,82,4,26
73,44,87,36,22,16,56,95,96,91
24,15,20,5,54,27,17,16,56,67
77,61,58,0,68,45,65,83,30,89
98,33,97,10,93,11,56,92,96,23
24,11,47,100,51,55,91,22,15,28
57,48,38,39,7,75,40,39,61,82
32,28,10,87,19,37,63,28,5,5
30,51,53,47,9,75,52,99,68,84
32,51,2,55,56,80,22,90,32,42
50,94,27,50,72,39,47,52,100,51
36,99,4,78,18,61,61,80,15,87
45,60,42,69,20,63,75,93,9,93
50,71,7,50,33,34,4,61,72,15
38,93,12,83,27,30,84,37,53,56
58,47,26,76,66,32,94,8,35,74
61,86,53,55,55,36,36,90,100,86
36,79,41,46,84,67,96,69,83,61
42,18,6,90,98,85,44,9,58,62
4,34,96,0,15,89,92,78,72,12
41,98,71,52,47,66,58,17,53,93
57,18,40,21,72,88,98,93,76,70
66,55,80,6,61,97,42,77,33,23
86,89,71,51,95,77,7,33,69,1
79,34,28,77,10,73,29,19,85,60
83,74,16,29,39,38,24,97,41,73
34,94,70,26,94,73,84,67,2,21
35,41,33,1,58,97,92,76,92,90
82,50,0,3,29,77,32,13,64,5
37,78,69,47,55,4,96,19,99,56
50,5,17,55,5,95,87,11,39,80
29,30,53,72,29,81,47,52,63,66
8,85,93,43,1,40,65,68,41,12
33,81,82,18,13,29,64,42,99,77
39,42,86,34,67,74,58,46,26,88
61,73,2,29,94,12,39,35,73,95
8,10,18,89,85,56,18,45,11,32
24,62,75,56,84,71,2,37,51,99
86,70,59,45,66,17,38,6,13,85
42,24,63,70,43,53,19,51,90,34
75,13,72,24,5,72,19,97,83,4
47,38,71,2,47,81,30,50,24,64
62,45,9,7,45,39,78,14,36,16
55,22,24,95,48,44,2,87,88,54
8,86,30,9,84,37,17,50,12,9
59,78,68,68,15,15,56,100,54,16
100,5,56,49,95,2,43,51,43,87
11,54,84,96,57,2,60,32,22,89
54,34,98,70,17,83,12,17,58,66
4,25,67,22,11,76,59,31,66,13
5,30,41,97,74,61,24,41,49,46
66,25,34,10,30,14,29,31,52,2
20,59,18,34,52,16,80,12,8,23
95,66,27,58,32,96,42,61,34,20
48,82,9,43,14,55,98,86,40,95
74,20,42,36,6,94,94,47,9,99
93,70,53,15,18,74,32,93,70,96
96,98,91,65,94,8,97,23,83,64
6,41,86,29,58,18,81,31,4,68
1,53,64,77,69,69,87,64,12,50
1,53,80,44,0,98,93,99,17,65
33,98,64,22,87,54,29,21,88,46
10,68,70,25,17,44,52,61,31,3
28,90,33,16,45,60,21,57,93,91
63,53,10,10,33,7,63,51,91,5
28,85,71,11,40,60,14,99,52,51
79,27,45,2,92,57,69,84,99,39
35,11,17,3,36,50,60,5,50,63
61,78,80,40,3,55,15,35,24,18
12,55,19,33,90,48,48,86,4,70
82,89,77,33,61,94,14,85,96,21
60,65,29,89,79,42,100,74,41,78
87,100,22,95,4,10,77,30,54,37
44,75,11,91,86,8,44,81,92,56
21,60,2,51,9,26,72,82,74,72
91,15,98,84,1,21,7,90,63,57
9,69,21,50,63,46,36,97,92,35
87,86,96,79,45,44,18,56,95,5
38,27,4,67,48,74,56,39,66,44
8,75,89,22,95,35,27,35,74,97
8,2,55,72,47,100,0,71,50,37
35,53,49,57,98,83,80,86,84,20
37,39,15,50,70,61,13,50,94,89
60,86,40,3,13,89,59,87,85,6
95,7,32,31,51,47,82,94,62,30
100,97,17,78,2,34,0,66,55,34
39,67,92,73,19,43,24,54,8,0
81,80,0,28,45,90,41,38,100,96
39,98,38,76,33,64,15,57,93,17
5,86,14,100,55,20,4,47,56,49
6,90,71,67,24,31,36,0,76,17
47,21,43,91,49,24,7,84,50,83
57,25,41,72,36,29,49,43,17,48
35,31,40,50,92,18,49,70,6,13
10,96,1,52,95,79,4,83,11,17
21,47,64,16,45,11,22,62,32,18
46,77,4,86,76,40,45,33,25,84
100,88,28,96,6,42,39,57,48,53
8,81,70,14,3,20,62,86,10,52
53,88,4,54,8,67,99,3,44,36
66,76,95,94,95,52,5,88,37,77
16,2,86,97,58,83,68,35,41,18
53,84,88,72,6,2,37,32,30,41
28,44,51,67,89,4,70,98,45,67
73,71,27,2,92,100,63,42,74,54
59,60,14,92,60,36,30,35,72,61
22,85,93,74,10,59,9,18,19,71
33,76,5,32,33,37,33,28,77,88
49,29,25,62,53,20,41,64,41,23
33,44,10,8,61,80,89,96,74,91
45,65,95,95,86,84,42,25,36,53
20,15,84,3,19,95,62,17,37,85
20,25,59,4,22,74,88,97,100,72
18,68,86,82,58,29,20,55,16,27
21,58,6,32,36,74,84,54,23,76
5,100,27,40,46,87,77,83,63,10
83,25,97,90,85,99,66,19,38,42
61,28,82,48,30,13,35,51,61,39
8,79,97,19,14,6,66,8,49,47
57,47,5,25,54,33,69,81,82,25
21,2,36,62,35,97,4,70,34,53
91,56,88,98,6,91,97,70,50,95
35,11,26,55,52,96,46,25,52,20
67,6,25,26,72,70,2,73,46,78
10,90,27,21,55,26,6,78,37,56
49,72,20,6,0,33,65,84,74,39
36,49,96,62,94,59,28,72,60,83
74,76,80,15,32,47,60,29,30,2
16,86,0,52,73,24,52,53,61,13
56,13,12,31,23,32,58,100,1,63
38,82,90,64,14,63,84,50,76,9
8,38,48,48,24,20,32,93,81,59
48,68,72,44,58,58,34,73,94,47
99,86,29,33,59,65,7,98,37,79
36,55,25,29,31,92,29,43,92,91
92,56,22,64,59,61,85,30,93,66
82,0,75,8,71,99,89,85,73,46
92,97,6,10,58,43,100,25,44,1
18,99,3,8,81,15,71,57,73,82
71,42,79,74,42,15,29,81,75,9
89,41,4,97,91,10,22,79,29,72
16,61,39,52,85,80,13,1,89,58
11,68,43,36,84,46,48,87,95,1
97,98,38,55,17,5,79,84,95,27
39,17,99,25,67,24,10,33,64,80
63,70,82,53,69,44,35,58,22,72
77,43,70,85,13,15,65,72,6,35
15,28,57,22,36,83,70,89,63,54
15,64,26,21,96,73,6,25,15,100
39,23,16,12,27,54,22,73,17,98
90,53,34,38,48,22,34,29,94,15
23,24,16,5,37,86,33,46,40,55
44,33,22,20,10,56,75,19,60,82
2,10,36,83,9,68,66,43,66,18
93,69,41,90,83,25,59,43,6,37
31,3,47,88,37,36,59,98,81,78
74,19,38,18,41,78,28,79,24,94
93,59,30,88,100,7,100,94,63,45
40,28,1,46,24,38,80,23,81,98
83,89,80,87,8,24,29,45,61,25
87,88,47,37,64,58,98,60,44,50
47,39,14,88,14,64,67,37,74,72
82,86,16,20,83,23,29,48,89,71
2,1,33,70,25,33,5,73,20,57
62,18,99,73,27,76,43,71,74,77
83,62,21,87,85,24,55,43,7,45
58,66,85,81,27,19,71,63,45,19
50,22,88,80,65,60,41,7,2,3
95,54,64,19,93,2,64,38,23,72
19,88,12,8,42,2,49,69,45,52
56,4,8,39,79,26,95,97,67,29
97,25,86,47,40,27,79,3,94,5
83,21,87,62,89,78,24,13,88,50
87,40,34,95,84,86,0,73,89,65
60,58,61,26,62,47,38,10,59,18
10,32,14,37,8,6,44,37,21,0
10,30,70,51,50,21,14,29,95,21
47,90,46,63,98,72,91,83,40,32
80,68,91,46,52,87,37,6,4,5
75,2,21,55,13,60,98,74,35,50
57,55,80,72,69,27,53,90,71,9
57,71,64,59,38,62,99,58,94,77
81,40,62,73,94,25,7,58,13,4
26,37,21,92,9,31,52,36,90,96
27,21,15,33,53,71,38,83,32,20
48,23,30,64,36,8,53,38,60,88
32,44,83,92,85,11,93,95,5,97
19,28,27,9,90,0,3,72,85,36
32,62,89,73,43,54,92,46,12,50
89,63,38,67,97,67,4,28,58,52
70,30,80,98,9,56,6,38,78,19
20,64,72,16,60,6,55,97,95,58
13,21,66,91,45,23,42,70,71,27
59,0,41,28,88,73,51,66,23,10
43,24,16,83,12,54,83,66,65,72
70,27,36,86,51,91,29,63,4,4
12,70,65,50,84,87,81,61,100,46
85,64,97,87,25,23,49,36,3,41
26,60,31,13,6,34,47,57,97,18
76,99,56,54,57,6,81,12,2,79
41,79,19,76,29,2,35,50,91,82
54,77,59,81,81,100,25,61,85,36
46,6,45,81,4,48,40,53,97,41
49,70,28,29,90,75,45,23,7,73
37,14,26,1,33,61,12,96,68,29
93,60,23,1,33,37,97,28,98,33
16,54,78,63,15,34,5,93,99,99
32,33,68,94,26,76,23,25,67,42
16,9,83,6,72,12,36,0,51,51
69,29,49,62,16,87,80,57,96,33
32,25,98,17,69,59,90,42,64,64
67,37,46,9,41,66,57,25,64,87
28,60,73,32,65,18,16,28,31,77
45,79,90,34,7,70,81,72,53,100
80,71,100,66,67,23,44,63,74,35
100,63,54,63,57,46,82,40,12,14
39,45,91,80,31,91,73,90,75,72
57,61,93,82,34,64,6,91,23,81
99,20,49,64,53,24,89,45,38,17
6,83,7,88,61,3,48,56,69,6
21,65,62,45,65,12,19,94,3,33
70,64,81,1,26,84,92,13,36,90
25,77,21,82,70,31,29,29,31,9
42,10,0,93,83,79,50,75,56,7
100,77,73,70,76,7,79,70,79,53
21,7,34,82,19,18,87,41,42,7
50,9,33,96,72,21,42,36,64,67
38,23,99,8,65,51,70,86,80,42
9,7,84,69,24,12,40,79,51,15
68,82,57,85,85,83,9,43,82,48
4,74,26,17,7,19,72,20,28,88
9,34,83,43,82,75,86,41,99,65
42,20,10,70,39,54,31,12,90,6
19,6,68,46,31,13,67,26,46,57
39,22,88,50,61,15,1,43,44,20
30,20,36,68,60,64,13,67,10,75
52,4,77,98,10,81,53,34,86,55
11,80,94,62,57,39,11,13,31,59
81,48,61,54,92,67,84,24,91,68
18,38,13,60,41,23,66,16,42,72
53,8,93,6,12,95,28,32,16,51
43,44,45,85,11,42,29,13,2,63
96,46,91,82,92,31,35,57,20,99
5,74,29,14,82,13,98,0,9,37
42,39,4,23,92,77,84,95,2,29
70,65,82,25,7,11,31,29,20,84
65,40,76,27,45,22,62,2,42,63
11,17,84,73,74,29,81,68,31,28
46,86,91,87,52,55,41,82,63,68
46,82,31,11,4,75,14,70,25,27
1,18,72,54,73,39,66,44,15,67
10,28,29,63,85,56,87,4,33,3
25,18,50,46,47,29,9,20,86,50
94,39,60,59,90,57,34,86,67,44
60,52,90,4,21,2,99,25,35,16
98,97,34,35,38,74,54,25,83,96
10,78,35,52,29,78,78,98,39,37
7,85,60,73,50,15,11,99,72,85
94,33,41,80,43,35,27,53,4,51
90,1,18,96,45,35,89,26,84,45
67,65,33,35,58,67,85,49,83,24
80,27,80,98,45,43,11,14,42,18
26,85,8,40,96,19,15,98,27,91
43,57,52,86,24,37,68,39,84,37
79,62,100,67,74,69,37,35,18,75
96,31,54,21,16,38,41,61,69,16
92,15,82,54,88,66,93,15,97,48
30,94,90,16,8,0,68,66,70,0
22,54,0,47,24,94,24,90,46,88
65,75,22,70,82,25,52,30,26,45
54,84,40,60,79,88,94,54,97,24
20,96,26,5,62,66,77,27,69,69
58,84,80,98,13,87,90,85,30,70
64,81,46,11,63,44,18,23,30,82
65,94,58,54,6,21,97,86,27,68
17,63,24,100,8,23,28,46,99,95
22,11,8,89,46,65,75,18,78,34
97,66,81,62,78,95,66,6,70,1
2,74,48,50,98,71,96,85,15,63
96,16,71,21,30,65,57,22,95,79
13,10,90,37,13,58,7,71,7,92
86,89,76,67,37,52,15,31,80,1
5,65,65,28,36,7,28,9,82,34
15,67,52,67,84,38,30,99,34,42
1,56,43,68,32,7,74,1,96,37
74,35,63,46,7,66,79,80,61,99
41,2,89,85,21,97,83,29,50,5
63,7,79,79,27,17,47,100,62,57
73,22,27,58,29,48,29,59,80,67
37,52,3,47,98,40,44,6,82,0
54,3,42,44,0,5,73,63,53,36
79,31,58,1,78,54,40,18,16,25
66,87,45,81,46,62,18,17,75,82
69,71,21,48,58,72,11,75,28,36
0,77,98,75,59,48,80,91,20,54
59,21,28,55,3,47,32,17,16,37
93,16,13,51,88,99,25,33,24,32
69,99,67,26,36,11,55,84,54,73
41,21,96,30,22,20,73,93,90,57
93,38,52,28,17,1,44,44,14,90
7,84,39,100,45,19,81,26,7,69
18,38,20,70,54,79,33,91,90,6
15,5,18,46,16,13,24,22,16,74
68,55,38,22,69,26,54,11,38,15
20,56,63,83,37,81,30,35,23,16
83,40,10,66,82,64,77,72,83,8
95,42,50,42,66,47,38,23,38,17
95,34,23,62,42,5,55,18,43,69
98,73,87,40,42,52,5,10,72,59
96,11,63,66,21,83,65,21,7,26
7,64,63,86,23,69,16,65,29,66
87,33,71,71,70,55,79,32,5,91
48,8,35,44,41,39,26,89,94,71
38,49,26,68,19,27,66,74,12,56
56,68,59,19,77,27,45,30,64,10
32,78,35,7,47,80,98,77,41,64
16,33,92,4,37,20,64,8,16,71
29,77,79,44,91,34,63,61,97,87
66,83,47,86,12,81,34,78,53,19
70,12,51,98,7,98,42,64,97,79
43,36,99,17,40,9,71,65,49,76
97,88,60,14,34,43,84,50,98,1
27,13,74,19,76,53,12,34,85,53
10,22,34,54,19,91,14,59,28,18
31,58,70,29,54,32,46,97,55,78
52,95,84,93,59,25,5,80,54,38
34,15,57,14,97,62,57,62,88,83
25,51,46,10,88,51,99,82,21,45
27,89,38,24,57,34,36,68,37,9
97,22,43,72,95,99,71,89,38,60
23,97,4,96,31,66,36,72,95,30
54,68,81,19,6,35,50,72,79,71
6,91,62,62,39,87,17,10,76,94
42,48,42,37,82,3,19,21,38,34
21,7,39,48,70,86,73,67,2,74
52,16,3,89,64,51,48,24,16,4
14,86,64,35,41,77,10,88,100,70
79,41,91,96,29,35,72,42,63,65
28,52,27,66,83,38,58,85,28,24
86,66,58,19,57,29,81,1,56,64
49,74,59,90,4,16,19,13,60,7
69,48,92,90,57,86,84,86,62,95
95,89,70,56,38,1,48,80,94,93
68,92,53,77,96,42,55,70,71,4
10,82,18,13,87,5,55,17,27,65
3,81,46,91,31,50,43,98,5,25
94,100,98,60,1,60,38,13,39,90
29,91,29,94,0,95,59,34,100,58
12,26,27,31,62,40,6,75,91,83
53,54,85,58,75,80,74,95,81,100
56,71,58,87,67,88,1,82,19,90
21,93,6,74,71,52,66,80,42,76
40,10,48,3,39,59,24,67,86,37
65,54,44,55,50,4,47,70,74,12
58,20,88,64,27,19,98,93,68,27
59,58,54,99,86,100,71,38,20,44
53,11,49,72,51,60,11,1,28,86
68,18,2,65,2,34,86,79,88,37
94,7,6,57,57,43,33,88,51,41
81,39,66,99,83,7,86,58,45,9
56,68,12,49,53,95,58,83,94,73
35,50,70,53,56,21,71,74,60,90
17,51,0,57,78,51,60,41,2,80
89,90,25,59,56,13,15,30,65,16
6,79,44,97,66,99,65,96,60,27
69,100,19,71,29,58,45,12,96,40
67,59,29,18,17,7,12,39,48,19
85,90,47,5,48,13,26,69,24,84
97,58,74,59,73,56,46,100,16,51
24,7,61,7,55,32,98,100,11,96
87,69,68,27,82,32,97,18,55,67
21,53,49,16,29,48,91,97,13,14
1,95,23,51,49,88,93,77,100,54
20,5,18,29,80,93,34,100,85,53
66,75,16,9,99,25,100,70,66,64
88,69,46,89,6,33,76,37,16,38
40,40,11,47,93,55,10,92,68,1
93,87,43,20,7,95,44,91,72,2
5,6,40,82,6,82,17,32,59,76
53,76,94,73,48,15,12,59,22,90
12,85,66,28,73,64,33,56,84,17
33,82,0,56,76,87,6,11,72,7
98,46,94,74,4,45,32,100,26,76
10,75,38,39,34,79,20,97,94,59
62,28,24,5,59,93,63,41,7,57
60,39,50,71,14,7,37,91,34,38
21,10,65,69,88,99,45,61,11,53
68,14,71,0,40,65,97,34,33,58
83,91,26,55,44,38,13,8,61,24
32,44,44,50,37,2,24,29,91,85
69,71,81,13,60,99,45,54,70,77
64,68,51,97,50,76,59,33,91,68
69,100,42,47,74,19,3,24,20,67
35,99,4,27,36,82,79,4,15,35
66,76,80,62,70,35,49,9,39,90
26,8,34,74,13,71,85,72,54,91
39,61,100,76,85,26,24,52,45,51
14,12,53,13,61,48,32,86,67,32
7,28,25,87,30,1,78,76,62,60
96,10,2,13,67,54,90,92,17,0
39,59,18,98,55,60,12,58,5,47
16,78,43,32,54,67,45,47,2,24
6,44,60,69,36,71,5,39,65,63
0,34,54,62,46,4,16,46,13,99
75,12,14,14,22,8,10,94,14,78
68,89,79,9,14,64,99,14,90,57
65,25,61,84,72,19,52,12,83,85
98,25,54,61,28,48,91,34,82,28
72,87,29,23,27,11,74,48,56,25
69,89,79,39,57,10,83,52,100,39
88,4,9,66,72,35,25,82,36,19
21,1,25,81,83,91,14,59,95,31
84,26,65,33,28,88,6,25,79,23
90,53,51,53,59,6,100,5,74,79
66,28,13,92,76,81,17,8,62,15
3,5,51,75,48,72,85,66,79,2
32,46,2,96,70,52,53,9,85,3
35,69,71,7,98,64,40,92,0,65
9,61,17,0,66,100,73,41,34,88
24,28,56,77,79,69,40,80,92,99
26,14,41,50,31,10,12,42,2,15
47,87,30,89,53,23,8,76,93,50
53,13,44,72,67,0,67,6,1,98
60,72,50,54,14,80,75,40,7,15
42,33,58,77,71,78,57,21,23,6
97,14,6,50,32,40,97,45,9,97
70,45,16,84,46,22,40,71,94,4
72,39,80,39,10,0,91,77,40,88
46,27,55,3,88,89,33,40,96,70
9,7,26,8,77,93,34,88,44,96
99,14,62,58,73,24,93,39,44,51
45,44,94,17,85,67,7,92,4,3
33,12,38,59,10,60,9,93,81,9
12,16,61,77,53,89,60,85,34,59
12,1,99,92,55,66,87,9,46,62
29,24,88,66,29,58,54,56,9,26
68,94,100,99,91,15,6,74,6,32
41,19,91,18,30,42,38,93,68,23
98,67,90,34,84,97,48,47,83,10
10,30,35,31,49,4,42,37,5,88
42,44,40,46,75,42,12,81,4,46
17,76,29,38,90,4,91,62,66,4
8,20,96,83,92,94,92,84,37,66
87,77,49,5,84,16,81,83,31,5
45,10,8,25,30,79,60,62,32,10
52,10,12,73,11,30,93,29,13,25
47,51,34,38,83,76,89,59,9,28
12,32,51,6,28,58,7,25,15,82
93,92,66,14,15,45,13,27,46,15
41,79,16,83,76,27,95,11,55,6
24,40,23,29,15,56,17,78,60,15
94,75,37,90,70,41,82,97,22,74
10,0,29,36,69,84,69,19,45,98
91,9,94,42,44,50,59,11,74,3
87,98,30,91,28,19,85,7,70,20
83,54,97,99,22,69,15,43,9,67
52,84,63,56,60,80,68,89,66,21
42,18,100,14,41,41,38,9,86,63
29,98,69,31,76,84,5,52,7,9
87,63,82,84,41,48,35,83,61,2
88,72,27,74,47,47,62,19,54,77
98,61,23,37,82,84,95,67,30,5
38,5,84,9,19,59,90,60,34,94
90,19,4,96,52,22,82,31,56,1
86,63,67,39,85,7,23,72,69,15
27,11,9,17,92,77,36,31,39,34
83,21,95,77,21,3,5,14,85,97
5,100,84,76,24,66,25,8,24,31
21,15,8,62,82,53,10,59,56,38
14,85,28,54,91,2,25,89,26,25
55,37,64,14,72,35,4,37,55,70
41,60,21,19,1,69,50,61,58,75
63,88,95,12,42,30,9,5,62,59
65,9,90,25,79,0,82,45,79,94
59,65,19,40,51,74,60,72,48,43
91,94,12,47,7,28,32,96,75,28
36,27,46,84,36,3,44,27,29,52
8,98,75,17,26,3,68,68,29,22
100,67,62,60,3,39,16,19,88,83
72,79,5,58,52,38,5,76,81,84
30,100,56,61,75,34,96,99,89,48
85,35,5,16,14,0,95,50,23,54
44,73,23,0,26,80,71,73,24,29
70,84,52,79,77,80,19,42,56,48
13,37,51,85,70,12,11,63,72,94
66,80,82,54,76,28,29,41,36,65
57,25,9,24,5,13,89,85,7,40
87,3,4,48,93,89,26,87,35,19
42,94,31,70,28,85,8,79,38,38
2,60,86,82,62,29,7,93,81,32
34,95,94,86,11,65,21,44,18,68
37,95,42,43,99,61,0,5,1,51
81,71,39,96,52,95,46,9,84,55
91,3,9,44,14,39,41,100,16,9
91,2,32,72,8,3,51,47,54,90
67,14,70,92,28,57,36,35,17,25
95,8,87,69,15,56,9,98,1,63
5,29,9,75,42,62,62,79,83,91
76,97,15,35,65,16,54,47,73,11
